Auto_Date,Auto_Time,Form_No,Entry_Personnel,Filled_Date,FIR_No,Police_Station,Time_Of_Crash,Date_Of_Crash,Collision_Type,Hit_and_Run,Special_Case,Case File Available,Crash_Severity,No_Of_ Fatalities,No_Of_ Injured,No_Of_Vehicles,Location,Road_Type,Road_1,Road_2,Road_3,GPS_Lat,GPS_Long,Note,No_of_Lanes,Curb_Type,Shoulder_Type,Median_Type,Light_Condition,Weather_Condition,Crash_ID,Distance_From_Landmark,Text97,Veh_Rel_Travel_Dir
12-09-2022,08:45 AM,210003,Ashwani,18-May-22,0003,133,21:00,01-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Paani ki Tanki,"Dispensary , Mangolpuri",,29,77,"One pedestrian was hit by a motorcyclist , the pedestrian was taken to hospital by public in E rickshaw.",,,,,,,3730,2,,Unknown
12-09-2022,08:45 AM,210574,Ashwani,18-May-22,0574,133,02:30,06-08-2021,Right Angle Crash,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Road no 316, Near Indian Oil Petrol","Pump, Phase -1,","Mangolpuri , Delhi",29,77,One truck turned suddenly leading to crash with scooty coming from opposite side . The bike rider died due to injuries .,,,,,,,3731,2,,Opposite Direction
12-09-2022,08:45 AM,210629,Ashwani,18-May-22,06291,133,09:30,04-09-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Water Tank road , Near Ram Lal","Akhara, P-Block",Mangolpuri,29,77,A truck hit a scooty from behind and causing injuries to  the rider . The rider died on the spot.,,,,,,,3732,1,,Opposite Direction
12-09-2022,08:45 AM,210429,Ashwani,18-May-22,0429,133,21:00,16-06-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,S Block chowk,"Near Flower Shop ,Mangolpuri",Delhi,29,77,"One pedestrian was hit by E Rickshaw , this caused injury to the pedestrian . He was taken to hospital by public in same offending vehicle .",,,,,,,3733,2,,Unknown
12-09-2022,08:45 AM,210034,Ashwani,19-May-22,0034,134,01:30,02-03-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,,,"opp. 24*7 store ,","Shankar Road , Rajender Nagar",Delhi,29,77,"a scooter was hit by a car , the car driver was under infuence of alcohol. The rider of the scooter died due",,,,,,,3734,1,North,Same Direction
12-09-2022,08:45 AM,210033,Ashwani,19-May-22,0033,135,03:30,12-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,under Rajouri Garden Flyover,"Towards Mayapuri ,",Delhi,29,77,One scooty rider was hit by an unknown car . No details of crash available .,,,,,,,3735,1,,Unknown
12-09-2022,08:45 AM,210055,Ashwani,19-May-22,0055,135,23:10,18-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Flyover Rajouri Garden,Towards Dhaula Kuan,,29,77,One Scooty was hit by unknown vehicle on flyover . When the injured was taken to hospital by ambulance was declared DOA .,,,,,,,3736,0,,Unknown
12-09-2022,08:45 AM,210348,Ashwani,19-May-22,0348,135,08:00,26-04-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,"Subhash Nagar Chowk, Red Light",Towards Tilak Nagar,,29,77,On crash site there were 04 vehicles found in accidental condition with one person dead onsite . No other details or victims recorded .,,,,,,,3737,2,,Unknown
12-09-2022,08:45 AM,210368,Ashwani,19-May-22,0368,135,20:57,06-05-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Kukreja Hospital,Near Metro pillar no 415,New Delhi,29,77,One pedestrian was found injured on road and taken to hospital by public. He was hit by unknown vehicle .,,,,,,,3738,2,,Unknown
12-09-2022,08:45 AM,210489,Ashwani,19-May-22,0489,135,01:38,15-06-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Mayapuri Flyover,Ring Road,",Near Mayapuri Metro Station,Delhi,29,77,"Two trucks collided with each other , killing one driver on the spot .",,,,,,,3739,2,,Same Direction
12-09-2022,08:45 AM,210563,Ashwani,19-May-22,0563,135,23:00,26-06-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Pacific Mall,Subash Nagar,,29,77,One pedestrian was admited in hospital due to hit from unknown vehicle .,,,,,,,3740,2,,Unknown
12-09-2022,08:45 AM,210689,Ashwani,19-May-22,0689,135,10:40,06-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"DDA Park , Ring Road,",Near ESI Hospital,Delhi,29,77,One pedestrian was hit by unknown vehicle and was taken to hospital .,,,,,,,3741,1,,Unknown
12-09-2022,08:45 AM,210737,Ashwani,19-May-22,0737,135,00:00,18-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Ring Road, ESI Hospital",Basai Darapur,New Delhi,29,77,On bike rider was hit by unknown vehicle .,,,,,,,3742,0,,Unknown
12-09-2022,08:45 AM,210752,Ashwani,19-May-22,0752,135,14:00,28-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Metro Station Basai Darapur,"Near Nala , Rajouri Garden",,29,77,One scooty rider was hit by unknown vehicle .,,,,,,,3743,1,,Unknown
12-09-2022,08:45 AM,210896,Ashwani,19-May-22,0896,135,02:31,21-10-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,2,2,Unknown,,Opp. Kukreja Hospital,"Najafgarh Road ,",Delhi,29,77,"One truck had hit a Scooty , one person was killed and two were injured due to the impact.",,,,,,,3744,1,,Unknown
12-09-2022,08:45 AM,211033,Ashwani,19-May-22,1033,135,14:30,15-12-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Rajouri Garden Flyover ,","Opp.Rajouri  Metro Station,",Towards Mayapuri,29,77,one scooty and truck were involved in roadside crash .The scooty was declared dead when taken to hospital.,,,,,,,3745,1,,Same Direction
12-09-2022,08:45 AM,211069,Ashwani,19-May-22,1069,135,19:40,20-12-2021,Sideswipe (Same Direction),TRUE,FALSE,FALSE,Fatal Crash,1,1,2,,,"Road no 28, In front of GGSG","Hospital, Raghubir Nagar",Delhi,29,77,"One bike was hit by E rickshaw , this resulted in injury to rider and pillion . When taken to hospital the rider was declared DOA.",,,,,,,3746,1,,Same Direction
12-09-2022,08:45 AM,210113,Ashwani,19-May-22,0113,136,00:00,24-02-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Gate of Gali IKWAL,"Gali no3, R-4",Vikas Nagar Delhi,29,77,One pedestrian was hit by some unknown vehicle and died on the spot .,,,,,,,3747,4,,Unknown
12-09-2022,08:45 AM,210133,Ashwani,19-May-22,0133,136,21:00,10-03-2021,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Main Nangloi , Najafgarh Road",Near House Sushil Pahelwan,Village Baprola,29,77,Two trucks hit each other and one of the drivers died during treatment in hospital.,,,,,,,3748,4,,Opposite Direction
12-09-2022,08:45 AM,210230,Ashwani,19-May-22,0230,136,20:30,11-04-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Main Road Ganda Nala Ranhola,Near Electricity pole no 41,,29,77,One bike crashed into a tree . Injuring the rider and the pillion rider flung in the air and fell into the drain where he drowned and died .,,,,,,,3749,3,South,Not Applicable
12-09-2022,08:45 AM,210704,Ashwani,19-May-22,0704,136,16:10,24-09-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Gali no 2, H no- 58C",Baprola,Delhi,29,77,One pedestrian was hit by e rickshaw and got injured .When taken to hospital by family was declared dead by doctor.,,,,,,,3750,3,,Unknown
12-09-2022,08:45 AM,210796,Ashwani,19-May-22,0796,136,01:00,05-11-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Bakkarwala Mor,",PS Nangloi- Najafgarh Road,Delhi,29,77,One car crashed on the road injuring the driver and passenger.,,,,,,,3751,2,South,Unknown
12-09-2022,08:45 AM,210001,Ashwani,19-May-22,0001,137,23:20,01-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Opp. D Block Saraswati Vihar,Parwana Road,Delhi,29,77,"One bike was hit by a truck , causing injuries to the bike rider . When he was taken to hospital was declared DOA.",,,,,,,3752,1,South East,Unknown
12-09-2022,08:45 AM,210490,Ashwani,19-May-22,0490,137,10:30,26-05-2021,Single Vehicle Run of the Road,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Road No 43 ,HR Mantri Bhawan","Rani Bagh , Delhi",,29,77,"One scooter rider lost balance of his vehicle and fell down , causing injury to self . When taken to hospital was declared DOA .",,,,,,,3753,2,,Not Applicable
12-09-2022,08:45 AM,210617,Ashwani,20-May-22,0617,137,01:25,28-06-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Near E Block , Saraswati Vihar","Red Light Parwana Road,",Delhi,29,77,"A truck and car crashed into each other , causing injuries to both the vehicle drivers.",,,,,,,3754,1,,Unknown
12-09-2022,08:45 AM,210684,Ashwani,20-May-22,0684,137,01:46,13-07-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Road no 43, Opp. Miraz Hotel",Road towards Mangolpuri,,29,77,"one truck had toppled over an auto rickshaw , killing the auto driver .",,,,,,,3755,2,,Unknown
12-09-2022,08:45 AM,210030,Ashwani,20-May-22,0030,137,04:10,14-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Near Saraswati Vihar Bus Stop,"Outer Ring road , Madhuban Chowk",Delhi,29,77,"One bike rider was hit by unknown vehicle , causing injury and death of biker.",,,,,,,3756,1,,Unknown
12-09-2022,08:45 AM,210094,Ashwani,20-May-22,0094,137,23:30,15-02-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Outer Ring Road,","B Block Saraswati Vihar, Flyover",,29,77,One Motorcyclist was hit by unknown vehicle and causing injury to rider .,,,,,,,3757,0,,Unknown
12-09-2022,08:45 AM,211107,Ashwani,20-May-22,1107,137,16:00,25-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Deepali chowk , near Flyover","pillar no 57 , Outer ring road",,29,77,"One pedestrian was hit by a two wheeler , causing injury and death of victim .",,,,,,,3758,0,,Same Direction
12-09-2022,08:45 AM,210032,Ashwani,20-May-22,0032,138,19:26,06-02-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Shadipur Flyover,Main Patel Nagar Road,Delhi,29,77,"One Motorcyclist was hit by unknown vehicle , causing injury and death to rider .",,,,,,,3759,1,North West,Unknown
12-09-2022,08:45 AM,210068,Ashwani,20-May-22,0068,138,00:15,30-03-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Shadipur Red Light ,",Metro pillar no243,,29,77,"one scooty was hit by a car , the pillion rider got injured and later succumed to his injuries.",,,,,,,3760,1,South West,Same Direction
12-09-2022,08:45 AM,210523,Ashwani,20-May-22,0523,138,23:30,11-12-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"E 213, New Ranjit Nagar",Delhi,,29,77,On Bike rider fell off from his bike and goy injured and died .,,,,,,,3761,0,North,Not Applicable
12-09-2022,08:45 AM,210332,Ashwani,20-May-22,0332,114,06:10,19-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Opp. Mittal Medicos,"Between Sector 6-7 lane ,","Ayodya Chowk , Rohini",29,77,"One pedestrian was hit by a car and was taken to hospital by public , he died in hospital while undergoing treatment.",,,,,,,3762,1,North West,Unknown
12-09-2022,08:45 AM,210284,Ashwani,20-May-22,0284,114,07:38,23-06-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,2,0,2,Unknown,,Near Rajiv Gandhi Hospital,"Red Light Crossing , Sector -6",Rohini,29,77,"One Scooty was hit by car , injuring both Rider and pillion rider when taken to hospital both were declared DOA .",,,,,,,3763,1,,Unknown
12-09-2022,08:45 AM,210144,Ashwani,20-May-22,0144,162,20:45,21-04-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Near Muthoot Finance,","Near Naharpur, Sector -3",Rohini,29,77,"One bike rider was hit by unknown vehicle , causing injury and death.",,,,,,,3764,2,North,Unknown
12-09-2022,08:45 AM,210384,Ashwani,20-May-22,0384,162,19:07,14-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Avantika Chowk,","Rohini , Delhi",,29,77,"A pedestrian was hit by unknown vehicle , no other details available of the crash .",,,,,,,3765,2,West,Unknown
12-09-2022,08:45 AM,210223,Ashwani,20-May-22,0223,140,20:05,01-05-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Pul Mithai Bus Stop,,,29,77,One pedestrian was hit by some unknown vehicle and no other details available.,,,,,,,3766,1,East,Unknown
12-09-2022,08:45 AM,210295,Ashwani,20-May-22,0295,162,17:45,21-05-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Shop no 1 , Furniture shop","Sarai Phoos, Motiya Bagh Railway Colony","Tis Hazari , Delhi",29,77,One Manul Rickshaw was hit by a Cluster bus causing injury to puller and passenger .Later during treatment the puller died.,,,,,,,3767,1,South East,Same Direction
12-09-2022,08:45 AM,210210,Ashwani,20-May-22,0210,142,07:00,10-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Shiv Sai Hanuman Mandir,Ring Road,,29,77,A pedestrian was hit by unknown vehicle and died .,,,,,,,3768,0,,Unknown
12-09-2022,08:45 AM,210235,Ashwani,20-May-22,0235,142,06:30,27-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Gate no6,",Safdarjung Hospital,New Delhi,29,77,A pedestrian was hit by unknown vehicle and died,,,,,,,3769,1,South,Unknown
12-09-2022,08:45 AM,210381,Ashwani,20-May-22,0381,142,22:19,28-12-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Ring Road , Bhikaji Cama Flyover",Towards AIIMS,New Delhi,29,77,One cyclist was hit by unknown vehicle and died on the spot .,,,,,,,3770,2,West,Unknown
12-09-2022,08:45 AM,210080,Ashwani,20-May-22,0080,143,20:00,15-02-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Nala Gas Chamber,"Vashisht Park , Sagarpur",,29,77,A pedestrian was hit by crane and died .,,,,,,,3771,1,South West,Same Direction
12-09-2022,08:45 AM,210035,Ashwani,20-May-22,0035,144,20:51,30-01-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Sector 3, Pushp Vihar,","Near Army Camp, Asian",Market Road,29,77,A cycle and Motorcycle met with crash . The cyclist later succumed to his injuries .,,,,,,,3772,2,North,Unknown
12-09-2022,08:45 AM,210049,Ashwani,20-May-22,0049,144,00:50,13-02-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Lado sarai , New Delhi",,,29,77,A pedestrian was brought to hospital due to injuries from crash. No other details recorded in FIR,,,,,,,3773,2,South,Unknown
12-09-2022,08:45 AM,210070,Ashwani,23-May-22,0070,144,22:30,26-03-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,2,2,Unknown,,Near Amity School,Pushp Vihar,Delhi,29,77,Two scootys crashed into each other causing injuries.,,,,,,,3774,2,,Unknown
12-09-2022,08:45 AM,210071,Ashwani,23-May-22,0071,144,15:30,27-03-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,3,2,Unknown,,Near Saket Metro Station,Delhi,,29,77,"A bike was hit by a truck causing injuries to the biker rider , 02 pillion riders and death of third pillion rider .",,,,,,,3775,2,,Same Direction
12-09-2022,08:45 AM,210156,Ashwani,23-May-22,"0156
0156",144,03:50,02-06-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Seikh Sarai Red Light,Chirag Delhi Peer Baba,,29,77,One Scooty ride crashed his vehicle into a pole beside the road .,,,,,,,3776,2,East,Not Applicable
12-09-2022,08:45 AM,210241,Ashwani,23-May-22,0241,144,11:45,13-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Mandir Marg Near M Block,","Bus Stand ,New Delhi",,29,77,A young girl was hit by a SUV car. She was take n to hospital .,,,,,,,3777,1,South,Unknown
12-09-2022,08:45 AM,210248,Ashwani,23-May-22,0248,144,16:00,15-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,"MB Road,",Near Saket Metro Station,Saket,29,77,One DTC bus had hit 02 pedestrians on the road. Injuring both one of them later died due to injuries .,,,,,,,3778,2,South West,Unknown
12-09-2022,08:45 AM,210308,Ashwani,23-May-22,0308,144,00:00,24-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,2,0,1,Unknown,,Khokha Market,Monday Bazaar Road,,29,77,02 pedestrians were hit by unknown vehicle .,,,,,,,3779,0,,Unknown
12-09-2022,08:45 AM,210377,Ashwani,23-May-22,0377,144,05:00,29-05-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,0,Unknown,,"In front of SDM office,",Near U Turn MB road,Meharuli Badarpur Road,29,77,One motorcyclist was hit by car . The impact caused injuries to the rider and death of pillion rider.,,,,,,,3780,0,,Unknown
12-09-2022,08:45 AM,210381,Ashwani,23-May-22,0381,144,23:11,26-12-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,MB Road Near U-Turn,Saket,,29,77,One motorcycle rider was hit by unknown vehicle .,,,,,,,3781,2,South,Unknown
12-09-2022,08:45 AM,210110,Ashwani,23-May-22,0110,144,03:00,25-04-2021,Single Vehicle Run of the Road,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Saket Court Red Light , Near MGF","Mall, Press Enclave Road ,",Saket Delhi,29,77,onr car slipped of the road killing the driver .,,,,,,,3782,1,,Not Applicable
12-09-2022,08:45 AM,210006,Ashwani,23-May-21,0006,145,22:20,03-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Towards Singhu Border ,",Under Loha Pul,,29,77,One pedestrian was hit by unknown vehicle . When taken to hospital by PCR was declared dead .,,,,,,,3783,4,North West,Unknown
12-09-2022,08:45 AM,210054,Ashwani,23-May-22,0054,145,23:28,31-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Lower GTK Road,Near Nangli Poona Under Pass,,29,77,"A pedestrian was found unconscious and injured on road , when taken to hospital by CATS ambulance was declared dead .",,,,,,,3784,4,North West,Unknown
12-09-2022,08:45 AM,210145,Ashwani,23-May-22,0145,145,21:11,05-03-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"GTK Road,","Near Gurudwara,",DelHi 42,29,77,A pedestrian was hit by unknown vehicle and taken to hospital by CATS ambulance .,,,,,,,3785,7,North East,Unknown
12-09-2022,08:45 AM,210247,Ashwani,23-May-22,0247,145,23:00,29-04-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"GT Karnal road,","Near Footover bridge ,","Libaspur , Delhi",29,77,One goods auto crashed into a truck from behind . The auto driver died due to injuries while under treatment in hospital .,,,,,,,3786,3,North West,Same Direction
12-09-2022,08:45 AM,210302,Ashwani,23-May-22,0302,145,18:17,19-02-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Swaroop Nagar,Near Bus Stand,,29,77,A pedestrian was hit by unknown vehicle and was not in a state to give any statement.,,,,,,,3787,5,North West,Unknown
12-09-2022,08:45 AM,210357,Ashwani,23-May-22,0357,145,22:45,12-06-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Sanjay Gandhi Transport Nagar,Towards SBI Bank road,,29,77,One truck crashed into a scooty killing the rider and injurying the pillion .,,,,,,,3788,4,North West,Same Direction
12-09-2022,08:45 AM,210502,Ashwani,23-May-22,0502,145,23:00,15-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Upper GT Road,",Libaspur Underpass,,29,77,One pedestrian was injured on road and hit by unknown vehicle . He was brought to hospital by ambulance.,,,,,,,3789,3,North West,Unknown
12-09-2022,08:45 AM,210298,Ashwani,23-May-22,0298,145,20:00,23-05-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Badli Metro Station,Samaipur,,28,77,"One scooty skid off the road as the driver and pillion were drunk , the rider applied brakes that led to skid.",,,,,,,3790,3,North west,Not Applicable
12-09-2022,08:45 AM,210002,Ashwani,23-May-22,0002,145,04:30,01-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,A-7 Amazon Office,BIA  Delhi,,29,77,A motorcycle rider was hit by unknown vehicle. No details of offending vehicle were available .,,,,,,,3791,2,Nprth West,Unknown
12-09-2022,08:45 AM,210048,Ashwani,23-May-22,0048,145,23:15,28-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Near LAL Path Lab ,","Sector 18, Rohini",,29,77,"One auto rickshaw was hit by unknown vehicle , causing injuries to the driver and later he died due to same in hospital .",,,,,,,3792,2,Nort West,Unknown
12-09-2022,08:45 AM,210121,Ashwani,23-May-22,0121,145,09:30,26-02-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Siraspur Mor,"GTK ,Delhi",,29,77,A pedestrian was hit by unknown vehicle and injured . She was taken to hospital.,,,,,,,3793,7,North East,Unknown
12-09-2022,08:45 AM,210475,Ashwani,24-May-22,0475,145,16:00,10-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Police station,",SP Badli,,29,77,One pedestrian was brought to hospital by family in injured condition . No other details available in records.,,,,,,,3794,1,North West,Unknown
12-09-2022,08:45 AM,210773,Ashwani,24-May-22,0773,145,08:30,10-10-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,"Factory no S-44, Phase 1,",Badli Industrial Area,,29,77,One tempo driver had hit one pedestrian while reversing the vehicle and killed him on the spot and while driving off from site hit another pedestrian and injuring him also .,,,,,,,3795,3,north west,Opposite Direction
12-09-2022,08:45 AM,210779,Ashwani,24-May-22,0779,145,19:59,11-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Red Light ,Near Siraspur Gurudwara","Upper GTK road,",Delhi,29,77,A pedestrian was hit by unknown vehicle and was taken to hospital by public person and declared DOA,,,,,,,3796,3,North West,Unknown
12-09-2022,08:45 AM,210892,Ashwani,24-May-22,0892,145,21:42,30-11-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,GTK Bypass Near SGT Nagar,Red Light,,29,77,A pedestrian was hit by unknown vehicle and was taken to hospital by CATS ambulance. There he was declared DOA.,,,,,,,3797,4,north,Unknown
12-09-2022,08:45 AM,210929,Ashwani,24-May-22,0929,145,05:58,10-12-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Lower GTK road,","Ashok Leyland ASCO,","Libaspur Metro Station , Delhi",29,77,"One motorcycle rammed into a moving truck ahead of them , as the truck driver applied brakes.",,,,,,,3798,2,,Same Direction
12-09-2022,08:45 AM,210150,Ashwani,24-May-22,0150,147,15:51,27-03-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,"Loop of Zakira Flyover ,","Towards Anand Parvat , Delhi",,29,77,One bike skid off the road and the rider and pillion rider fell of the bike and got injured . They were taken to hospital by PCR van .,,,,,,,3799,1,West,Not Applicable
12-09-2022,08:45 AM,210393,Ashwani,24-May-22,0393,147,20:50,24-06-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,4,1,Unknown,,"Kamal T point, New Rohtak Road,","Sarai Rohilla , Delhi",,29,77,One DTC Cluster bus hit a fixed police booth and injured pedestrians and killed one .,,,,,,,3800,1,South,Unknown
12-09-2022,08:45 AM,210484,Ashwani,24-May-22,0484,147,23:30,10-08-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Zakhira Flyover ,",Anand Parvat Industrial Area,"Sarai Rohilla , Delhi",29,77,one pedestrian was hit by a tempo and killed on the spot.,,,,,,,3801,1,South,Unknown
12-09-2022,08:45 AM,210596,Ashwani,24-May-22,0596,147,01:57,06-10-2021,Head on Collision,FALSE,FALSE,FALSE,Fatal Crash,2,0,2,Unknown,,"Swami Narayan Marg,","Near Chowki No -2, Sindhora Kalan",Delhi,29,77,A truck and scooty were involved in a crash .Killing the driver of the scooty on  the spot and pillion was also declared DOA when taken by PCR van.,,,,,,,3802,2,North,Opposite Direction
12-09-2022,08:45 AM,210016,Ashwani,24-May-22,0016,163,20:40,10-01-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Red Light near Jheel wala Park,"Road no 44, Lok Vihar Pitampura",Delhi,29,77,One cyclist was hit by truck and got injured when taken to hospital by PCR va was declared DOA .,,,,,,,3803,1,,Unknown
12-09-2022,08:45 AM,210031,Ashwani,24-May-22,0031,163,14:30,09-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Red Light Prem Bari Pul,","Towards Azadpur ,",Delhi,29,77,A scooter rider was hit by unknown vehicle and taken to hospital for treatment .,,,,,,,3804,2,North East,Unknown
12-09-2022,08:45 AM,210090,Ashwani,24-May-22,0090,163,23:58,27-02-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Ring Road , Punjabi Bagh Footover",Opp. Shakurpur Metro Station,Delhi,29,77,"A pedestrian was hit by some unknown vehicle , he died on the spot .",,,,,,,3805,2,,Unknown
12-09-2022,08:45 AM,210552,Ashwani,24-May-22,0552,163,01:47,04-08-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Prembari Flyover , Towards",Azadpur to Punjabi Bagh,,29,77,"One car and Bike rider crashed into each other , no details of crash were available .",,,,,,,3806,2,North,Unknown
12-09-2022,08:45 AM,210721,Ashwani,24-May-22,0721,163,21:17,16-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Britania Flyover ,",Punjabi Bagh towards Azadpur,,29,77,A pedestrian was hit by unknown vehicle and taken to hospital by CATS ambulance . There she was declared dead.,,,,,,,3807,2,South,Unknown
12-09-2022,08:45 AM,210397,Ashwani,24-May-22,0397,163,09:54,16-06-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Lala Jagat Narain Marg,Opp. Pitampura Bus Stop,"Distt. Park Sandesh Vihar ,Delhi",29,77,One scooty rider was hit by bus and the biker was taken to hospital by PCR where he was declared DOA .,,,,,,,3808,2,,Unknown
